datum,kapela_nazov,kapela_mesto,kapela_styl,kapela_bio,plagat,miesto,vstupne,cas,plagat_ikona,fb_event,kapela_spotify,kapela_facebook
26.12.2022,Next,Námestovo,Rock Covery,"Rocková stálica dolnokubínsko-oravskej scény, ktorá roky ťahá tradičné tancovačky do skorého rána.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2022-26-12.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/815912392844411/,,https://www.facebook.com/nextkapela
26.12.2022,Luke On The Bass,Dolný Kubín,Pop Rock,Dolnokubínska partia s rockovými hitmi a poriadnymi basovými linkami.,https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2022-26-12.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/815912392844411/,,https://www.facebook.com/profile.php?id=100085513639164
25.3.2023,Dáša Fon Fľaša,Žilina,Acoustic Punk,"Žilinský DIY pesničkár a jednomužová punková inštitúcia, na scéne od polovice 2000s. Hrá akustický lo-fi folk-punk, koncertoval po celej Európe vrátane Londýna a má na konte hromadu splitov a albumov vydaných vlastnými silami.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2023-25-03.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1575640506289883/,https://open.spotify.com/artist/5K5K5K5K5K5K5K5K5K5K5K;https://www.facebook.com/dasafonflasa,https://www.facebook.com/dasafonflasa
25.3.2023,Fajront,Banská Bystrica,Acoustic Punk,"Bystrický akustický punk bez zbytočných kudrlín, presne podľa mena – od podlahy.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2023-25-03.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1575640506289883/,,https://www.facebook.com/fajront
25.3.2023,Andrej Cetera,Žilina,Acoustic Punk,Žilinský pesničkár na pomedzí akustického punku a poézie.,https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2023-25-03.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1575640506289883/,,https://www.facebook.com/andrej.cetera
22.4.2023,Etanol,Handlová,Punk Rock,"Punk-rocková kapela z Handlovej, rýchla a horľavá ako jej meno.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2022-22-04.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/114134354973738/,,https://www.facebook.com/profile.php?id=100089422665213
13.5.2023,Tri Groše,Čadca,Punk,"Kultová punk-rocková kapela z Čadce, ktorá vznikla už 10. októbra 1988 a hrá dodnes – jedna z najstarších punkových kapiel na Slovensku. Ich kysucký punk je surový, priamočiary a bez zbytočných ozdôb, čo potvrdzuje aj nedávny album Koniec jednej epizódy.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2023-13-05.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/926298438605953/,https://open.spotify.com/artist/0Fi9o8A0CS2JYaEnuWoLAm?si=LyAR4s8CTkmT0QEsezuAcQ,https://www.facebook.com/trigrose
13.5.2023,Kuca-Paca,Námestovo,Punk,"Námestovská pivná punk-rocková stálica, ktorá o sebe hovorí jednoducho: ""Punk a Pivo od roku 2010.""",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2023-13-05.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/926298438605953/,https://open.spotify.com/artist/4iERzA8SsDxpy2QhO3V1Xv?si=HDJWhwYIRZeSQy0Ra_bECg,https://www.facebook.com/kucapaca
7.10.2023,Vintage Boyz,Liptovský Mikuláš,Punk Rock,"Punk'n'rollové trio z Liptova okolo speváka TOMEho (Tomáš Mikulka, finalista Československo hľadá SuperStar 2020), inšpirované Rolling Stones a AC/DC – energický rock so slovenskými textami.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2023-07-10.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/219548707468686/,https://open.spotify.com/artist/5bObtYXvwoDIE6rTdhLMFv?si=9c3-tdTNQfGR_jF1gM04xA,https://www.facebook.com/vintageboyz
7.10.2023,A Čo Teraz?!,Stará Bystrica,Punk,"Punková otázka zo Starej Bystrice, na ktorú je odpoveďou poriadne pogo.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2023-07-10.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/219548707468686/,https://open.spotify.com/artist/59NZpNo5DtRyuHf9rLu3F8?si=as0-cpiuRzSl0GupQlQNRA,https://www.facebook.com/profile.php?id=100063523928675
7.10.2023,Ironic Modern World,Topoľčany,Alternative,"Pôvodne sólový projekt gitaristu Ota, dnes indie-rock'n'rollová kapela z Topoľčian. Sami sa na Facebooku opisujú ako ""Pure rock'n'roll from a small town with no possible future!""",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2023-07-10.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/219548707468686/,https://open.spotify.com/artist/3Apn8QUVrRaFxViEXMlkL6?si=3MHg6fs-S02p_WJOoCXqIA,https://www.facebook.com/ironicmodernworld
4.11.2023,Nekultúra,Hlohovec,Punk,"Punková kapela z Hlohovca, hrajúca – ako o sebe sami hovoria – ""naslapaný punk s rockovým nádychom"", svoj štýl si prezývajú ""neprispôsobivý punk"". Na scéne už vyše 20 rokov.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2023-04-11.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1040397953634612/,https://open.spotify.com/artist/0MOQRwDXdbbRnxsuNtpPRA?si=ohcMWGIvSn2p51TeQPcqYw,https://www.facebook.com/profile.php?id=100052996633027
4.11.2023,Disident,Žilina,Punk Rock,"Žilinská punk-rock'n'rollová kapela zo Stránskeho, hrajúca od roku 1997/98. Roky zdieľala skúšobňu aj členov s undergroundovou žilinskou scénou okolo Dáše Fon Fľaše.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2023-04-11.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1040397953634612/,,https://www.facebook.com/disident.punkrockband
4.11.2023,Bokom Okolky,Bytča,Punk Rock,"Bytčiansky punk rock priamo k veci, kapela známa svojou energickou a rýchlou hrou.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2023-04-11.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1040397953634612/,https://open.spotify.com/artist/1knWitbBR1e3GVLF78JBiP?si=tCHQ7JU1QfmEvJpkA6TspQ,https://www.facebook.com/bokomokolky
26.12.2023,Arvagras,Nižná,Folk Rock,Folkrocková partia z Nižnej s oravskými koreňmi a chytľavými melódiami.,https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2023-26-12.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1433991024182838/,,
6.4.2024,Rumaska,Bratislava,Ska,"Bratislavská ska mašina – dychy a rytmy, pri ktorých sa nedá stáť.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2024-06-04.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1166829704309640/,https://open.spotify.com/artist/111111111;https://www.facebook.com/rumaska,https://www.facebook.com/rumaska
6.4.2024,Karavana,Spišská Nová Ves,Reggae,"Reggae pohoda zo Spišskej Novej Vsi, ktorá roztancuje každý parket.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2024-06-04.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1166829704309640/,,https://www.facebook.com/profile.php?id=100063768054258
26.7.2024,Kuca-Paca - Unplugged,Námestovo,Punk-Unplugged,"Kuca-Paca v akustickom šate – tá istá pivná punková partia z Námestova, len bez elektriky.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2024-26-07.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1166829704309640/,https://open.spotify.com/artist/4iERzA8SsDxpy2QhO3V1Xv?si=HDJWhwYIRZeSQy0Ra_bECg,https://www.facebook.com/kucapaca
12.10.2024,Vintage Boyz,Liptovský Mikuláš,Rock,"Punk'n'rollové trio z Liptova okolo speváka TOMEho (Tomáš Mikulka, finalista Československo hľadá SuperStar 2020), inšpirované Rolling Stones a AC/DC – energický rock so slovenskými textami.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2024-12-10.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1067448751723103/,https://open.spotify.com/artist/5bObtYXvwoDIE6rTdhLMFv?si=9c3-tdTNQfGR_jF1gM04xA,https://www.facebook.com/vintageboyz
12.10.2024,Nekosené Lúky,Bratislava,Alternative,Bratislavská alternatíva s vlastným rukopisom a hustou atmosférou.,https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2024-12-10.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1067448751723103/,https://open.spotify.com/artist/1m12GzIKXVSLTJXfiCS53q?si=7MPbCxwMRY20yJtJSaBoxA,https://www.facebook.com/nekoseneluky
9.11.2024,Hasiaci Prístroj,Banská Bystrica,Punk,"Jedna z najstarších dodnes hrajúcich punkových kapiel na Slovensku, založená v roku 1990 v Banskej Bystrici. Spolu so Zónou A tvorili slovenskú punkovú špičku, prvé demo Pogoroll vydali v roku 1991 a hneď vyhrali celoslovenskú súťaž rockových skupín.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2024-09-11.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/532252769525602/,,https://www.facebook.com/hasiacipristroj
9.11.2024,Dafy And The Rafters,Bratislava,Rockabilly,"Bratislavské punk-rock'n'rollové trio, ktoré si kritici radi porovnávajú so Zónou A. Debutový album Z inej planéty vyšiel v roku 2016, prvý koncert odohrali okolo roku 2012.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2024-09-11.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/532252769525602/,https://open.spotify.com/artist/1FEhgbSVVmmIqeptz60WFZ?si=VGd4HEDiTViSHUty9QnrKQ,https://www.facebook.com/dafyandtherafters
9.11.2024,Kuca-Paca,Námestovo,Punk,"Námestovská pivná punk-rocková stálica, ktorá o sebe hovorí jednoducho: ""Punk a Pivo od roku 2010.""",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2024-09-11.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/532252769525602/,https://open.spotify.com/artist/4iERzA8SsDxpy2QhO3V1Xv?si=HDJWhwYIRZeSQy0Ra_bECg,https://www.facebook.com/kucapaca
30.11.2024,Etanol,Handlová,Punk Rock,"Punk-rocková kapela z Handlovej, rýchla a horľavá ako jej meno.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2024-30-11.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1259720938513594/,,https://www.facebook.com/profile.php?id=100089422665213
26.12.2024,Delirium,Tvrdošín,Rock Covery,Tvrdošínska kapela s rockovými covermi na poriadnu zábavu.,https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2024-26-12.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/2026138857848099/,,https://www.facebook.com/profile.php?id=100063849883349
25.1.2025,Sitňan,Žiar Nad Hronom,Punk Rock,"Legendárna punk-rocková kapela zo Žiaru nad Hronom, na scéne od roku 1992 – meno si požičala od obľúbenej miestnej pivnej značky. Za sebou má tri desiatky rokov koncertov doma aj v Čechách a vlastný Sitňan fest.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2025-25-01.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/947766713970859/,https://open.spotify.com/artist/000000000;https://www.facebook.com/sitnan,https://www.facebook.com/sitnanband
25.1.2025,The Blots,Martin,Punk,"Martinský punk – rýchly, špinavý a úprimný.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2025-25-01.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/947766713970859/,,https://www.facebook.com/theblots
26.4.2025,Parketový Lev,Bratislava,Rock,"Bratislavská rokenrolová kapela založená v roku 2018 bratmi Jánom a Jakubom Hrčkovcami (predtým Kaktus, Ramones Bratislava). Debutový album vyšiel u českého PHR Records.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2025-26-04.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1716331232597057/,https://open.spotify.com/artist/333333333;https://www.facebook.com/parketovylev,https://www.facebook.com/parketovylev
26.4.2025,Ironic Modern World,Topoľčany,Alternative,"Pôvodne sólový projekt gitaristu Ota, dnes indie-rock'n'rollová kapela z Topoľčian. Sami sa na Facebooku opisujú ako ""Pure rock'n'roll from a small town with no possible future!""",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2025-26-04.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1716331232597057/,https://open.spotify.com/artist/3Apn8QUVrRaFxViEXMlkL6?si=3MHg6fs-S02p_WJOoCXqIA,https://www.facebook.com/ironicmodernworld
19.7.2025,Tome,Liptovský Mikuláš,Akustik Covery,"Akustický sólo projekt Tomáša Mikulku, speváka kapely Vintage Boyz a finalistu Československo hľadá SuperStar 2020 – tentoraz len on, gitara a covery.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2025-19-07.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1057140226393532/,,
3.10.2025,Vydrapená Bužírka Punk System,Bratislava,Punk,"Bratislavský ""antišportový punk"" založený Michalom Kaščákom (áno, tým istým, čo stojí za festivalom Pohoda) spolu so Štefanom Kladivíkom a Mariánom Kováčom. Prvá punková kapela s vlastným čašníkom, ktorá roky nekompromisne bojuje proti akémukoľvek športu.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2025-03-10.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1117693083644603/,https://open.spotify.com/artist/444444444;https://www.facebook.com/vbps,https://www.facebook.com/vebepees
3.10.2025,Nazi Tampons,Košice,Lo-fi Punk,"Košický garage punk, ktorý o sebe sám hovorí ako o partii ""ugly perverse boys"". Ich debut Rande s vrahom zamával česko-slovenskou punkovou scénou svojím špinavým garážovým zvukom.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2025-03-10.png,Furmanka,Dobrovoľné,20:00,,https://www.facebook.com/events/1117693083644603/,https://open.spotify.com/artist/987654321,https://www.facebook.com/NaziTampons
8.11.2025,Mr. Teddy And The Sidekicks,Martin,Rockabilly,"Martinský rockabilly gang – kontrabas, brilantína a rock'n'roll.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2025-08-11.png,Furmanka,Dobrovoľné,20:30,,https://www.facebook.com/events/1563020415050051/,https://open.spotify.com/artist/555555555;https://www.facebook.com/mrteddyandthesidekicks,https://www.facebook.com/mr.teddyandthesidekickSK
29.11.2025,Vysoké Napětí,Vsetín (CZ),Punk,"Ska-punková kapela z Vsetína hrajúca od roku 1999, od roku 2006 s dychovou sekciou. Za sebou má štyri albumy a stovky odohraných koncertov po Česku aj Slovensku.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2025-29-11.png,Furmanka,Dobrovoľné,20:30,,https://www.facebook.com/events/1563020415050051/,https://open.spotify.com/artist/4tpm4xjny8JaIvNiM8Pfwg?si=DThKonbITZ2PRuCHV3SAkw,https://www.facebook.com/VysokeNapeti
29.11.2025,RRØR,Brezová pod Bradlom,Punk,"Rockenrolová kapela z Brezovej pod Bradlom, ktorá sa sama na Facebooku opisuje výstižne: ""Rolls Rojce Rock'n Roll.""",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2025-29-11.png,Furmanka,Dobrovoľné,20:30,,https://www.facebook.com/events/1563020415050051/,https://open.spotify.com/artist/4q5nADLlIWjMjigF3ONaRO?si=QCyW1py8Qi60cxujORkDmA,https://www.facebook.com/RRORband
26.12.2025,Next,Dolný Kubín,Rock,"Rocková stálica dolnokubínsko-oravskej scény, ktorá roky ťahá tradičné tancovačky do skorého rána.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2025-26-12.png,Furmanka,Dobrovoľné,20:30,,https://facebook.com/events/123456,,https://www.facebook.com/nextkapela
17.1.2026,Brmbolce,Martin,Punk,"Martinská punk-rocková kapela s dlhou históriou striedania hudobníkov, ktorá si za tie roky prešla naozaj hodne zostavami, no melodický punk-rock s humorným rukopisom jej ostal verný.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2026-17-01.png,Furmanka,Dobrovoľné,20:30,,https://www.facebook.com/events/1238456581467738,https://open.spotify.com/artist/5BbM34aYNNsjG4IhIyPejc?si=Qq_K8QpyTYms6uzVQvBQlw,https://www.facebook.com/brmbolce/?locale=sk_SK
17.1.2026,Kompromitacja,Zakopane (PL),Punk,Punk-ska banda zo Zakopaného – poľská energia bez kompromisov.,https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2026-17-01.png,Furmanka,Dobrovoľné,20:30,,https://www.facebook.com/events/1238456581467738,https://open.spotify.com/artist/5BbM34aYNNsjG4IhIyPejc?si=VDeKUy-nRVqQk90EHnGbig&fbclid=IwY2xjawQNfRFleHRuA2FlbQIxMABicmlkETBibmd1SEY0MmVkS3NvTlV0c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHnWKJIfowhfFXvkTMe_vsEauiDxaIVKxR-r7VROTu5sCab9IDLBvW7vPPNk7_aem_2YMRQp3czqkMUcGjAOPP1Q&nd=1&dlsi=bab4f4f63d57415f,https://www.facebook.com/punkskabanda?__cft__[0]=AZapuZ8h_vWmMyP5zxxlXOnRFLfbkiHx_RRgYloEaHj4XPSoOPaLhS_CExKPVnnfQYEjjUfVS6Oc1HJoi1jgG-syZ6Qea0RHNoD6gSLIOfOTPP18qM4k9NZZAaXZCW8i_uuIoqWrP2uMCahAzYiQKCRD&__tn__=q
14.2.2026,Tri Groše,Čadca,Punk-Rock,"Kultová punk-rocková kapela z Čadce, ktorá vznikla už 10. októbra 1988 a hrá dodnes – jedna z najstarších punkových kapiel na Slovensku. Ich kysucký punk je surový, priamočiary a bez zbytočných ozdôb, čo potvrdzuje aj nedávny album Koniec jednej epizódy.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2026-14-02.png,Furmanka,Dobrovoľné,20:30,,https://www.facebook.com/events/25618006131196734,https://open.spotify.com/artist/0Fi9o8A0CS2JYaEnuWoLAm?si=t1uR6Fe9QDmwn3vApAfscg,https://www.facebook.com/trigrose
14.2.2026,Uhol Dopadu,Dubnica Nad Váhom,Punk-Rock,"Punk-alternative kapela z Dubnice nad Váhom, na scéne od jari 2008. Ich heslo znie ""nehrať sa niekoho, kým nie sme"" – spievajú o tom, čo ich hnevá, bez toho, aby sa hrali na niekoho iného.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2026-14-02.png,Furmanka,Dobrovoľné,20:30,,https://www.facebook.com/events/25618006131196734,https://open.spotify.com/artist/0Tn93NgQ9UGL6PN0JwyxaM?si=n3mkbJLhRHKX0MbGdNPstw,https://www.facebook.com/uholdopadu
6.4.2026,Buggies,Námestovo,Rock Covery,Námestovské rockové covery na domácej pôde.,https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2026-06-04.png,Furmanka,Dobrovoľné,20:00,,,,
9.5.2026,The Lampions,Nižná,Progressive Punk,"Progresívny punk z Nižnej, ktorý si svieti vlastnou cestou po oravskej scéne.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2026-09-05.png,Furmanka,Dobrovoľné,20:30,,,,https://www.facebook.com/TheLampions.sk
9.5.2026,Raz-2-Try,Hruštín,Agro Heavy Punk od metra štvorcového,"Agro heavy punk od metra štvorcového priamo z Hruštína, pravidelný hosť aj na veľkých punkových zrazoch ako Slovenská krčma na Pohode.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2026-09-05.png,Furmanka,Dobrovoľné,20:30,,,https://open.spotify.com/artist/691Yky9j0oJlTXFFxo7Uyh?si=ZgHD8uP8QryI2Rp_chBhUQ,https://www.facebook.com/raz2try
14.8.2026,Oto Paluš,Topoľčany,Akustik Covery,,https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2026-14-08.png,,,19:30,https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/najblizsie/2026-14-08N.png,,,
27.5.2023,Raz-2-Try,Hruštín,Agro Heavy Punk od metra štvorcového,"Agro heavy punk od metra štvorcového priamo z Hruštína, pravidelný hosť aj na veľkých punkových zrazoch ako Slovenská krčma na Pohode.",https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2023-27-05.png,Furmanka,Dobrovoľné,19:30,,,https://open.spotify.com/artist/691Yky9j0oJlTXFFxo7Uyh?si=ZgHD8uP8QryI2Rp_chBhUQ,https://www.facebook.com/raz2try
27.5.2023,Two Guitars,,,,https://cdn.jsdelivr.net/gh/koncerty-furmanka/koncerty@main/plagaty/2023-27-05.png,Furmanka,Dobrovoľné,20:00,,,,
